x1,x2,x3,x4,x5,x6,x7,x8,class
-2.0362,0.81345,-4.1656,-6.8831,-3.5355,-2.2286,-2.1765,-3.9981,5
11,14.359,8.873,10.803,10.422,14.23,13.156,13.979,2
16.577,15.556,9.5461,12.898,13.824,15.054,17.398,14.151,2
-8.2255,-10.25,-1.7249,-10.583,-9.8298,-10.152,-5.541,-8.2357,5
27.484,22.202,18.851,28.953,23.396,19.234,18.977,19.276,4
23.759,24.446,28.525,20.508,21.626,22.246,21.68,22.87,4
15.471,12.787,13.84,11.057,10.373,12.654,13.171,14.663,2
19.943,14.057,19.208,19.672,10.52,14.093,13.275,18.217,4
5.0396,5.7536,6.2478,7.0174,7.9741,7.8752,5.3605,5.2143,1
-1.3102,-4.7525,-9.5455,-5.5405,-1.9958,0.19552,-1.6037,-1.4655,5
6.0256,6.5134,7.0157,6.3785,5.8637,10.055,6.2109,6.5116,1
3.2556,4.7945,4.9826,2.4744,3.0369,9.7394,2.6172,3.315,1
-3.7973,-2.5418,-2.6111,-2.6403,-2.8739,-3.7517,-2.1827,-2.2937,3
-4.0522,-10.063,-6.3331,-2.6421,-1.5331,-1.3458,3.8304,-2.8089,3
-5.808,-9.6614,-8.9409,-9.1521,-6.3529,-6.5662,-8.3477,-10.686,5
-8.4835,-13.177,-7.611,-11.545,-5.373,-10.874,-9.8671,-8.2302,5
-2.7952,-4.104,-4.3442,-2.3926,-3.0429,-3.0514,-4.6254,-2.8396,3
6.1494,7.0437,2.9672,3.958,6.106,6.9882,7.8395,7.7897,1
-13.33,-3.8288,-8.4788,-10.064,-8.0779,-6.5476,-8.1128,-6.0874,5
16.736,19.141,13.36,18.386,14.176,18.969,20.573,19.253,4
17.558,14.871,6.9717,15.092,6.7812,8.3069,9.3052,16.747,2
-2.8195,-4.0189,-3.8844,-3.5358,-3.0619,-1.897,-2.6237,-2.8917,3
11.854,12.49,9.5964,14.581,12.232,11.187,11.92,11.176,2
13.951,21.192,21.518,18.448,11.582,23.014,16.316,16.971,4
-8.1309,-12.259,-7.0526,-7.6949,-5.9028,-6.5813,-12.604,-9.9768,5
11.055,12.353,17.995,11.151,12.16,12.485,15.071,10.799,2
6.7149,6.8255,6.9759,5.4112,9.3395,5.2904,7.5627,4.1648,1
19.386,20.432,12.561,21.058,13.141,21.722,18.634,21.421,4
23.566,16.859,23.718,16.319,20.214,24.811,24.553,24.277,4
-2.0953,-9.4235,-6.6505,-5.5232,-6.037,-3.2142,-3.3909,-7.9875,5
6.5647,1.5965,4.9151,7.8857,6.1007,4.1325,6.8181,7.2863,1
-2.0912,-4.4553,-6.3434,-3.6585,-4.1791,-4.7136,1.2091,-6.7499,5
9.3869,13.559,10.075,8.1131,11.602,6.6124,20.234,4.2231,2
-3.9896,-3.9297,-3.276,-2.2269,-2.4683,-3.7541,-3.9948,-2.7787,3
-2.8781,-2.757,-4.0434,-2.0787,-2.0174,-4.0221,-3.2274,-2.7039,3
22.953,27.686,19.837,16.663,23.002,24.336,15.798,20.438,4
19.404,18.774,21.596,18.532,18.869,22.43,25.078,22.383,4
-1.8916,-1.6569,-8.4824,-3.7464,-8.2266,-5.8857,1.3225,-3.5731,3
8.2956,3.0048,5.2624,5.1532,5.6262,3.2856,5.4275,3.8038,1
-2.8063,-3.6645,-4.7021,-3.7174,-4.4745,-4.5594,-3.9496,-1.8195,3
-4.7064,-3.0752,-5.6103,-3.3154,-3.1359,-4.5844,-2.6656,-4.9158,3
-5.0338,-5.6716,-5.3011,-6.5154,-10.743,-6.0119,-6.6253,-6.8247,5
28.357,19.264,18.975,14.258,18.29,22.92,24.749,23.443,4
-4.4313,-2.141,-3.7425,-6.8426,0.31573,-6.8468,-3.2354,-1.8692,5
21.243,18.873,24.699,27.288,19.67,23.401,17.013,16.661,4
-10.246,-0.90359,-7.2955,-5.6391,-3.7811,-6.4594,-2.4848,-3.1669,5
-3.4783,-2.4685,-3.6648,-1.4687,-5.6396,0.15207,-0.98983,-9.6059,3
15.346,14.385,13.781,11.693,12.924,8.4548,12.729,9.3146,2
-3.8648,-3.0695,-3.5558,-4.6324,-3.6196,-3.8225,-3.2082,-3.2357,3
-6.7115,-8.4925,-10.753,-5.6022,-7.718,-8.141,-8.5449,-2.6778,5
23.51,23.622,27.928,16.222,21.56,22.437,16.89,17.185,4
15.749,12.138,16.554,11.979,11.644,9.733,12.991,9.9565,2
4.1375,3.6072,4.3643,3.9207,4.8934,6.0449,5.1061,9.5185,1
-9.5614,1.691,-7.1556,-7.0035,-7.2588,0.13928,-4.6604,-1.2391,3
9.478,9.8561,9.5719,12.316,14.805,10.953,14.309,9.9365,2
-10.751,-8.9108,-1.8662,2.6095,-4.0174,-4.3076,-6.2465,-4.9121,3
19.404,19.479,15.562,15.305,18.195,16.123,14.079,16.778,4
-7.5675,-8.5567,-3.2857,-1.8601,-3.4722,-4.6354,-2.6085,-1.2765,3
-15.208,-10.083,-3.6009,-5.8674,-8.0039,-7.8508,-9.8035,-11.399,5
15.18,12.13,14.831,15.387,11.955,9.808,15.533,13.63,2
13.044,11.464,16.039,10.88,13.36,7.2457,10.279,12.17,2
15.515,20.681,16.322,12.373,21.471,14.096,18.311,20.32,4
-10.352,-5.0581,-8.8798,-8.0016,-5.9756,-8.1201,-6.4175,-7.234,5
-4.5067,-8.4886,-4.0622,-4.8793,-4.4176,-11.713,-12.546,-7.3368,5
13.743,15.641,16.599,12.104,28.621,18.185,21.286,21.025,4
10.827,17.925,11.815,17.931,5.6127,15.093,12.192,12.304,2
22.29,19.976,23.254,29.527,11.9,14.282,26.476,15.898,4
0.29427,0.33453,-11.291,0.76841,-5.8091,-3.1888,-5.4568,-4.8021,3
15.751,23.253,27.618,21.115,23.748,17.579,25.383,21.238,4
17.401,17.545,15.112,17.99,15.563,11.859,23.718,13.51,4
-6.4337,-8.8125,-9.7544,-8.6011,-7.9539,-9.5426,-8.7871,-5.4355,5
-7.0973,-12.4,-6.8457,-13.493,-13.213,-10.634,-11.6,-4.6847,5
-4.6994,-3.8378,-2.7328,-4.2644,-2.9926,-4.3064,-4.0175,-3.8358,3
-3.4761,-8.8453,-1.7673,-4.4442,-0.03219,-5.1357,-4.0237,-1.7145,3
-3.8046,-2.2479,-3.8557,-3.2299,-4.0873,-3.5353,-3.7795,-5.6724,3
11.97,8.1609,15.807,6.4068,11.875,13.436,11.422,8.0721,2
5.0001,3.6997,8.1887,4.6629,4.6014,0.54049,2.344,3.7872,1
-2.4747,-7.5378,-5.4111,-2.8071,-7.9489,-2.216,-6.3263,-7.9566,5
4.8449,4.3957,7.7483,7.7449,8.8561,3.2179,7.143,3.4584,1
2.8009,6.8768,6.5387,7.1022,4.787,7.9296,3.2451,3.5496,1
-1.982,-4.7641,-4.1318,-3.7248,-1.365,-3.0085,-3.5428,-4.5293,3
6.3433,7.9413,6.6365,8.2266,7.5589,8.1065,7.9674,2.6557,1
10.697,6.3032,4.1039,6.4824,6.8879,4.0322,8.6624,7.8888,1
13.402,11.891,17.42,13.409,10.211,13.044,13.542,10.195,2
8.7867,14.045,12.344,9.6597,10.371,4.2381,12.61,2.7197,2
19.331,20.011,20.425,21.058,20.769,18.861,26.223,25.219,4
-2.7868,-3.4971,-3.924,-7.3464,-0.89276,-3.2252,-5.7716,-5.2899,5
-3.5146,-3.2729,-6.3697,-5.5019,-0.79472,-0.62709,0.93586,-7.8611,5
1.5434,-5.8991,-5.4991,-0.5902,-11.024,-5.8392,-3.9868,0.13215,3
17.587,16.31,18.483,17.548,14.216,18.106,16.027,16.536,4
2.4567,3.8068,4.0095,7.4226,9.9169,3.1733,5.4155,4.1607,1
-6.5015,-2.8952,-6.1765,-8.3086,-6.4377,-10.472,-11.541,-9.7982,5
-3.3167,-4.1393,-5.0003,-4.9452,-4.8031,-3.0374,-3.0314,-3.362,3
-6.9976,-3.2738,-6.4462,-1.2418,-3.2481,-4.7209,-6.4746,-5.2259,5
-5.2237,-3.0334,-2.7653,-3.2055,-3.4084,-4.1027,-4.4071,-2.8135,3
-6.4064,-11.737,-9.3386,-8.4522,-2.9095,-5.6057,-7.4226,-9.54,5
3.9852,5.963,10.764,5.7717,7.0639,3.6801,10.549,5.2112,1
-1.941,-3.2527,0.88457,-3.8396,-4.3889,-5.9472,0.45446,-1.3215,5
3.7329,5.0539,4.8639,5.6937,8.3036,3.3101,10.118,6.6247,1
-5.5093,-11.235,-3.2387,-8.7526,-5.8053,-7.3611,-14.473,-7.7055,5
5.533,6.0251,4.2929,8.0024,2.6933,3.6474,6.728,2.3615,1
-4.5103,-4.2283,-2.1024,-3.8517,-2.2606,-2.5451,-5.9873,-2.9476,3
24.244,24.89,18.122,27.546,18.292,19.295,25.925,21.486,4
-2.701,-4.5899,-4.2304,-3.4754,-4.2483,-3.2962,-3.0507,-2.4272,3
-2.6855,1.6997,-10.065,-5.6102,1.5171,-5.5385,-6.0888,-5.134,3
-8.5437,-5.5113,-6.5576,-3.1609,-3.1003,-1.6748,-4.2408,-0.95259,3
20.722,27.809,26.966,15.249,18.099,16.775,13.242,24.153,4
-9.7139,-7.271,-5.0555,-8.7989,-10.29,-7.4813,-5.1343,-10.35,5
-7.5977,-1.955,-1.8679,-0.85664,-4.6109,0.19028,-9.1453,-1.1609,3
-8.5123,-3.9568,-7.8421,-7.0587,-9.8852,-12.831,-7.4523,-5.7075,5
-0.085777,3.6882,6.5121,4.9379,6.3141,4.746,2.111,3.6208,1
10.826,12.484,11.01,10.648,10.816,14.038,13.553,11.992,2
3.5581,5.9436,3.5721,5.0469,3.5118,4.0378,5.7777,5.8611,1
9.2193,15.233,7.3238,10.11,10.087,13.953,7.926,11.958,2
20.216,23.9,26.358,20.429,20.413,14.491,18.659,20.421,4
25.26,22.244,14.736,12.734,18.6,24.903,16.221,17.212,4
-3.3431,-5.1681,-3.4684,0.012384,-4.1104,-6.881,-2.8225,-6.7497,3
-4.3314,-5.265,-3.9884,-3.8382,-2.7092,-2.8934,-3.4065,-3.7275,3
7.2838,10.964,15.942,10.184,15.189,11.563,11.318,11.951,2
-9.2157,-12.036,-11.778,-10.94,-6.2085,-6.7494,-5.152,-9.2599,5
-2.2956,-3.3906,-4.1713,-2.8345,-3.276,-4.1804,-3.0909,-3.6413,3
24.432,14.391,24.149,23.542,22.87,23.595,25.878,15.238,4
17.244,11.239,8.0167,9.3381,12.176,11.965,13.214,9.7458,2
-3.1871,-4.2312,-2.6104,-2.9412,-3.8589,-2.6796,-2.9366,-2.6984,3
-2.7653,-7.7268,-9.8907,-10.919,-9.605,-6.9145,-6.3367,-11.222,5
5.8801,9.564,3.5621,2.8691,3.9249,3.917,6.9403,5.0521,1
-6.5579,-7.7548,-7.1974,-9.0495,-11.297,-9.6236,-5.885,-11.52,5
5.8032,11.645,7.1432,11.223,6.7251,9.5328,11.61,8.1601,2
21.401,13.57,15.517,17.319,20.715,21.062,15.332,17.545,4
11.609,12.958,11.83,9.6424,12.748,12.666,9.4298,9.1492,2
-8.1255,-10.442,-8.2214,-1.5382,-3.236,-5.344,-7.0421,2.1418,3
11.765,15.296,12.04,10.635,9.5956,5.3137,13.229,12.642,2
-2.3782,-3.7823,-4.829,-3.4776,-3.3458,-4.9596,-3.6923,-2.5659,3
13.284,20.384,15.206,14.979,19.805,18.22,15.529,18.212,4
0.69966,-5.3445,-3.574,-7.3057,-3.502,-3.5342,-1.8447,-1.2195,5
4.6037,5.5596,5.1479,6.6174,8.5351,5.709,8.5186,8.3886,1
9.867,11.12,14.148,13.801,11.45,10.536,14.702,15.223,2
-6.9754,-2.0747,-1.6641,-3.3023,-9.9187,-3.0234,-5.6217,-0.85735,5
20.822,16.247,10.836,14.353,17.273,22.512,15.777,18.044,4
12.02,11.962,15.409,13.996,10.646,12.977,13.322,15.173,2
16.063,20.3,17.978,20.363,16.884,28.824,23.031,15.382,4
30.724,23.451,19.552,23.464,13.841,26.955,23.402,29.813,4
14.551,10.359,14.952,13.639,11.18,13.616,17.015,13.448,2
12.113,12.138,11.196,17.082,14.79,10.546,13.368,10.777,2
8.4787,3.0454,5.4647,7.3795,7.7946,3.6182,7.9814,4.51,1
4.6621,5.7554,8.8772,6.2213,5.3533,5.7249,5.682,7.8357,1
12.729,15.965,15.96,14.127,14.085,13.485,16.862,10.879,2
12.342,11.896,16.558,14.968,10.762,11.935,13.91,15.748,2
4.4429,5.3909,8.6871,4.6495,5.4963,5.9314,4.8721,4.597,1
18.077,17.585,18.943,16.747,28.348,21.434,31.575,14.393,4
-14.084,-6.5056,-15.257,-7.6961,-7.0172,-5.4284,-9.2365,0.059453,5
-0.52895,-4.8097,-0.85821,-9.7767,-1.7572,-3.3306,-2.5185,-3.1676,3
6.3075,7.775,7.9079,9.7429,3.673,6.4923,3.6673,7.6134,1
-3.4717,-2.7872,-3.7066,-3.8362,-3.1422,-3.8425,-3.1944,-3.3386,3
-3.2446,-5.7906,-4.9162,-1.822,-10.126,-6.4337,-9.479,-4.8386,3
-3.1543,-5.7871,-5.6534,-5.715,-7.7381,-5.1722,-6.8084,-2.7628,3
-4.0573,-5.779,-2.4413,0.0066781,-4.9068,-8.8315,0.46016,-2.6333,5
-3.8713,-2.7561,-0.54147,-1.6366,-9.238,-7.1828,-2.8231,-2.8523,5
9.7797,8.031,7.9013,11.524,11.268,14.381,12.054,14.784,2
6.6626,4.7297,5.8609,4.8827,6.9452,7.4012,4.2764,3.9193,1
-3.8461,-3.0992,-5.1128,-4.4824,-3.3676,-4.3969,-3.1472,-2.3936,3
7.6227,7.6318,7.0783,7.8907,2.6956,7.4665,5.4465,2.5129,1
7.5131,6.2784,4.9729,6.1354,3.1441,4.5626,0.28801,2.4052,1
22.409,19.519,20.322,22.893,25.219,20.709,13.613,19.118,4
-10.231,-7.4787,-9.845,-6.4643,-9.4176,-11.589,-10.9,-5.217,5
-9.8716,-5.3158,-4.8709,-5.2457,-3.0901,-5.4806,-6.4678,-3.0896,3
12.489,17.664,10.951,13.895,6.2075,6.4245,7.636,10.253,2
3.0634,4.6137,8.9704,6.8104,6.6804,8.4137,6.4469,6.0734,1
14.892,12.395,13.456,15.09,13.824,13.163,8.4891,15.13,2
14.09,13.134,15.707,11.966,11.61,15.229,12.346,10.969,2
13.885,14.453,12.162,9.6627,14.512,12.275,13.469,13.644,2
-7.5948,-3.4674,1.4062,0.95523,-3.53,-6.6319,-1.1653,-5.7638,5
-3.4492,-6.582,-8.3737,-9.76,-8.2834,-8.2648,-12.117,-5.9529,5
-4.6879,-1.8943,-6.3161,0.52806,-6.8229,3.191,-2.6998,-0.9155,3
13.665,11.343,12.364,13.438,12.653,12.32,8.2199,15.619,2
15.117,9.7265,6.2972,12.747,14.582,8.8027,11.993,15.031,2
-4.4992,-5.0749,-3.578,-3.793,-3.1353,-2.2985,-2.0471,-2.2145,3
10.973,13.357,13.106,15.591,13.677,12.04,15.288,10.431,2
15.509,16.508,15.326,17.281,18.131,14.996,13.637,13.888,4
-9.3664,-7.1151,-6.2699,-4.8108,-0.32032,-3.5452,-0.22272,-6.3752,3
4.616,6.3263,8.4755,4.8711,5.7688,5.9201,-3.7598,5.3886,1
-4.045,-3.3628,-4.7681,-4.3325,-2.7744,-4.4319,-3.2685,-3.3195,3
13.223,12.429,14.746,12.208,13.723,14.696,14.158,13.812,2
15.382,24.405,29.215,29.769,22.705,22.369,26.116,17.602,4
-4.624,-3.7042,-4.987,-3.399,-3.131,-4.042,-2.9858,-4.4062,3
-6.1775,-10.137,-5.9381,-7.9046,-9.3274,-7.8103,-6.3795,-10.396,5
6.5943,5.5054,8.5726,8.4114,7.3854,5.7051,8.4136,4.4063,1
5.5245,4.6127,7.2798,7.1507,7.8859,8.9562,8.2419,3.3425,1
-0.86278,-2.2568,-5.7111,-8.4572,1.8143,1.2803,-2.7272,0.32351,5
4.4922,7.4461,7.6046,6.4038,8.4031,4.2186,7.1548,6.9692,1
18.246,19.83,18.133,23.874,20.874,22.002,14.429,13.633,4
12.526,13.109,12.326,10.845,13.369,13.989,12.036,12.591,2
14.36,12.784,6.2884,11.597,8.8365,9.6059,10.293,6.2237,2
-3.9783,-0.84932,-4.0149,-3.9794,-4.5376,-5.4249,-8.2803,-3.9279,5
6.5585,8.4462,8.6258,4.9482,5.4012,5.3874,3.6298,3.2596,1
14.328,15.705,11.363,13.158,14.72,13.765,13.967,12.355,2
0.47275,-4.6708,-6.2945,-7.3285,-7.0464,-6.9446,-6.5459,-4.8038,5
1.2417,5.445,7.2511,5.7172,1.5688,4.7224,4.9536,2.385,1
-4.3989,1.6382,-2.8563,-3.5351,-5.4671,-5.7186,-6.5303,-4.6652,3
25.813,16.983,18.904,22.372,27.259,23.305,17.833,20.458,4
-8.0231,-5.6132,-6.6556,-12.078,-10.504,-6.4981,-12.412,-14.711,5
24.004,13.04,16.809,25.552,28.194,24.444,20.962,21.534,4
-3.62,-4.1716,-4.321,-3.5407,-2.9565,-2.9926,-3.9021,-4.13,3
-4.2799,-5.3338,-4.144,-0.10451,-3.9898,-8.0883,-2.3198,-8.3308,5
6.4803,4.3987,5.7464,4.6929,4.2759,4.9806,4.5982,6.4872,1
9.6411,15.397,5.7624,7.7184,11.842,7.6139,11.136,10.358,2
3.7658,6.2508,6.8958,8.229,3.7959,6.8187,5.9164,4.6878,1
1.1374,-4.5083,-3.3307,-0.18166,-4.3141,-5.8674,-6.5561,-0.82558,5
1.1496,-7.2224,-9.1503,-1.0806,-4.8001,-6.0245,-1.4413,-6.1259,3
6.7979,8.3529,4.1132,7.8768,4.3273,0.10709,2.824,11.839,1
-3.0214,-3.6881,-2.4659,-3.3943,-3.7705,-4.7632,-2.6421,-4.0637,3
-2.8205,-4.7525,-7.686,-5.6413,-3.2749,-6.9667,-4.8661,0.063373,5
12.434,10.56,11.466,6.7235,11.77,14.273,4.6114,16.011,2
10.01,15.535,17.819,13.217,14.757,15.096,14.129,8.4692,2
-3.9033,-3.2586,-4.9861,-3.8267,-3.8299,-2.9377,-3.9874,-2.1494,3
-1.0084,-3.0678,-5.3007,-8.5982,-1.111,-5.2466,-5.1481,-3.3621,5
7.1252,7.0834,4.8493,3.5126,8.4384,6.1287,6.2273,4.1425,1
21.095,10.183,12.982,17.704,19.307,24.2,13.643,28.568,4
-10.03,-15.346,-8.6126,-4.7774,-9.2306,-9.0309,-5.0983,-5.1935,5
18.04,13.016,19.996,15.449,11.878,18.834,13.756,14.566,4
13.636,15.47,18.695,17.44,10.832,14.475,13.565,18.201,4
5.2242,6.1566,6.5304,6.6456,7.7394,7.9694,4.1807,6.947,1
-3.6272,-3.7644,-2.8314,-2.9795,-5.052,-2.9329,-3.9875,-3.4253,3
-5.4737,-6.6593,-3.6175,-6.2092,-2.7865,-1.6086,0.19625,-3.3159,3
22.971,19.163,22.125,20.399,22.694,22.703,18.98,17.056,4
-2.244,2.599,-1.3066,-5.9284,-2.2907,2.2126,-4.2256,-6.9052,3
21.001,12.232,12.701,18.672,16.24,18.344,15.398,14.012,4
6.7632,14.181,14.946,12.457,10.691,13.267,11.122,12.791,2
6.097,7.7015,6.9061,3.3107,4.8333,8.572,6.0841,7.8702,1
25.296,12.688,21.102,11.884,20.104,17.463,18.902,17.424,4
11.789,9.9231,10.719,18.179,12.074,18.305,10.258,9.8201,2
5.2228,8.1089,7.2881,4.2051,4.4225,10.254,4.134,5.6066,1
10.416,8.3622,13.829,11.763,14.304,10.038,11.439,10.664,2
12.401,6.0027,11.303,12.077,10.883,12.466,9.6538,11.413,2
-9.2635,-1.2428,-0.87322,-4.5536,-5.1113,-9.074,-3.4629,-7.0907,3
6.8615,5.5578,6.3985,5.3593,4.7179,8.7745,5.1404,5.0086,1
15.591,19.526,16.364,15.002,22.773,20.591,21.906,22.87,4
17.918,19.67,16.045,17.96,16.74,15.359,15.418,18.523,4
10.429,9.1447,14.219,12.737,14.156,14.56,11.991,12.914,2
5.2949,3.2823,4.5131,4.8419,4.6146,2.9872,4.4164,4.9612,1
-2.3357,-10.043,-6.1704,-1.0779,-3.8958,-2.2688,-6.5339,-8.684,5
-2.6071,-4.3097,-6.6834,-4.7581,-6.7465,-2.0781,-5.4302,-8.5451,5
-0.056009,3.1091,-2.6632,-3.436,-8.4024,-4.1743,-4.3062,-7.1183,5
-3.2978,-2.2732,-3.4065,-4.7945,-4.3896,-1.6106,-4.4779,-5.088,3
13.259,16.273,18.866,22.155,8.4324,17.897,16.098,19.206,4
27.304,21.329,18.254,26.236,17.525,23.227,25.798,11.177,4
13.859,13.058,16.781,18.303,23.642,14.199,17.151,16.939,4
6.2875,5.2449,4.6151,6.8511,8.3708,4.6687,2.7119,1.6155,1
-4.3969,-3.2467,-3.5633,-4.3673,-4.1911,-4.1122,-3.9029,-4.6744,3
-7.7108,-8.4754,-1.079,-7.2426,-11.842,-7.5223,-0.098025,-8.1984,5
12.062,15.276,19.171,20.93,12.434,20.693,13.101,14.91,4
22.347,21.796,13.342,19.884,19.393,23.133,20.674,24.253,4
-3.3288,-3.7575,-4.4305,-5.3497,-2.7858,-3.4114,-2.7411,-3.0615,3
13.127,11.631,7.3389,12.37,14.677,10.244,16.293,11.193,2
17.319,21.285,18.959,18.825,16.93,15.619,16.839,19.935,4
16.325,20.718,17.999,17.16,20.958,16.882,14.351,16.038,4
-9.9352,-6.8337,-6.8039,-4.3951,-0.96199,-5.4486,4.848,2.1744,5
-6.1054,-2.106,-6.8379,-4.3371,-4.1106,-2.9577,-3.5699,-4.4801,3
21.229,17.678,20.318,24.474,19.881,23.798,22.82,13.81,4
24.822,20.089,20.061,21.905,20.887,18.509,24.284,19.325,4
-2.0039,-3.8202,-3.649,3.1784,-0.89655,-1.0743,-3.5811,-0.70851,3
5.7678,4.3072,5.7548,9.7154,3.6328,12.372,5.6124,3.7985,1
-3.4695,-13.598,-4.8114,-12.491,-9.2675,-8.5609,-11.904,-14.194,5
7.2089,7.3404,5.4959,0.62683,4.5911,6.3325,7.6582,7.1584,1
-4.3107,-0.14959,-3.7848,-2.1512,-4.6286,-5.3679,-4.0635,0.25029,3
-3.9103,-2.7898,-3.7255,-3.645,-3.1223,-4.1396,-4.2368,-3.7247,3
25.868,25.544,19.868,21.402,24.678,22.647,21.847,24.715,4
28.246,17.902,13.79,24.741,17.986,25.912,20.115,16.892,4
6.7889,8.5309,3.6139,5.3717,3.1657,4.9392,6.7164,4.0745,1
13.063,14.069,13.707,15.88,12.435,13.979,10.843,14.511,2
-9.6224,-4.1048,-9.2489,-0.14963,-4.0501,-6.2008,-0.34551,-4.5062,3
14.898,15.727,18.041,19.248,17.183,13.648,20.032,22.809,4
-1.8677,-1.3384,-4.3079,-3.2014,-3.4921,-3.7597,-6.8321,-7.2338,5
-3.5278,-3.9696,-2.4042,-3.7001,-4.1156,-3.7133,-2.9638,-3.6828,3
-3.4717,-2.1005,-1.628,-5.727,-2.8752,-6.4009,-1.1154,-4.5085,5
-10.139,-4.0427,-1.3166,-2.0025,-6.2271,-5.3631,-0.97844,-5.4705,5
-5.3223,-3.4028,-3.6389,-3.9379,-3.2327,-2.9267,-3.5452,-4.0485,5
3.9089,6.2704,2.9248,3.4164,5.3161,2.5786,7.3016,4.7544,1
18.849,24.812,16.076,14.81,17.592,25.78,22.133,20.851,4
15.854,13.588,8.7777,4.5337,12.252,12.142,10.129,13.371,2
21.634,22.634,24.829,18.927,24.53,15.604,29.928,23.382,4
-4.3703,-3.3323,-3.4404,-4.7566,-3.7359,-3.3255,-3.737,-3.3927,3
-2.6949,-4.1448,-2.9964,-4.4983,-3.3265,-3.5427,-4.667,-4.5128,3
3.5393,7.2408,5.6162,9.3545,6.6977,5.7168,3.7587,5.0256,1
0.41495,6.8131,6.1995,3.8635,1.4538,8.9493,6.173,6.2146,1
-10.192,-8.9394,-6.5995,-4.514,-6.8287,-3.0595,-6.6424,-4.3952,5
-2.2203,-6.1841,-6.4901,2.1186,-6.2391,-2.7653,-4.4779,-3.2653,5
24.842,21.722,20.915,15.5,20.905,24.283,15.957,24.856,4
21.726,19.399,13.987,13.449,20.246,15.491,15.805,14.339,4
15.969,9.8982,15.84,11.913,12.418,13.79,8.8134,12.346,2
-5.8909,-1.6067,-1.2194,2.6757,-2.539,-3.3782,-4.3686,-5.634,5
7.9185,11.836,12.275,9.9292,16.32,9.6661,13.61,7.5475,2
-9.5045,-10.142,-11.843,-5.8898,-9.1911,-6.8843,-6.9011,-7.722,5
12.255,5.5678,7.4392,4.9549,4.8228,1.4327,8.5703,4.243,1
3.6967,7.3545,7.6525,5.6671,8.9519,3.6077,4.4239,8.4501,1
-7.0497,-0.20102,-3.0742,-5.1905,-4.6713,-5.5399,-7.9885,-5.4109,5
22.061,28.086,17.707,20.487,26.499,16.377,18.072,22.526,4
7.7019,5.5159,5.0626,0.81512,1.4387,5.3213,4.2911,5.7661,1
-9.9191,-4.7756,-2.4276,-7.0824,-0.93935,-5.603,-8.5819,-6.167,5
7.532,7.8023,4.2139,6.321,9.3377,5.9892,3.695,8.7461,1
9.7948,7.8125,9.5996,7.0992,11.678,12.25,13.812,9.3741,2
22.767,15.889,14.599,17.865,13.781,12.764,15.185,17.479,4
15.912,15.213,14.922,15.468,15.764,17.433,11.22,21.248,4
-8.697,3.4356,-5.0377,-5.27,-4.7933,-1.1213,-6.5412,-7.9626,3
9.1247,12.19,11.612,14.887,14.746,12.367,14.265,11.587,2
-4.6902,-10.507,-10.551,-8.5031,-15.583,-10.204,-9.3006,-11.938,5
8.4519,6.8456,7.3117,5.7975,4.4099,6.6174,7.3059,7.9525,1
-3.9059,-4.665,-7.7373,-7.9181,-3.0502,-7.7383,-13.05,-7.2398,5
11.063,12.785,15.888,10.365,5.9376,7.1451,11.023,13.261,2
6.2603,6.0387,7.188,4.3682,6.0163,7.6502,5.1452,4.7572,1
12.627,13.054,11.789,3.3279,14.605,15.595,13.124,13.897,2
4.0829,13.781,14.975,15.252,9.0777,11.11,13.289,6.9499,2
8.295,5.1063,5.5083,3.6318,7.8078,5.0954,3.8753,6.0897,1
9.2328,10.587,8.8811,11.342,11.218,6.7764,12.997,12.202,2
-3.5767,-3.8182,-2.8417,-3.8021,-4.3232,-2.408,-3.6445,-6.0981,3
-3.9535,-3.2795,-3.9198,-3.6782,-3.9596,-4.4901,-4.5338,-3.5121,3
12.974,16.748,9.5292,19.468,20.729,13.333,17.826,19.201,4
22.506,22.41,14.343,27.065,10.773,19.322,32.87,12.934,4
3.7907,8.5798,7.7426,5.6774,2.8659,7.4054,6.7541,7.8368,1
19.402,25.314,24.742,27.947,21.155,23.603,26.918,32.911,4
14.234,12.408,13.326,12.822,14.506,6.5987,12.792,11.357,2
-0.14478,-8.1216,-0.43311,-2.6375,-4.1988,-2.7136,-2.8671,-3.2943,5
12.29,9.3726,12.26,12.037,9.348,9.2154,6.6897,7.8936,2
-2.4799,-2.8687,-5.5533,-4.0871,-3.8465,-3.1788,-2.7516,-3.3956,3
8.1984,5.552,4.582,6.5974,7.6383,8.1004,2.9012,6.0735,1
8.2336,8.2456,7.2052,5.7495,6.6577,5.9859,5.2289,4.4569,1
-5.9087,-4.3045,-8.1216,-4.8813,-1.6105,-6.4394,-5.0902,-5.105,3
5.2369,5.5421,6.922,8.5575,5.3565,3.5229,7.8241,6.6848,1
-6.3392,-8.4068,-11.567,-7.7939,-5.8289,-5.7138,1.3399,-11.295,5
12.897,10.021,9.6395,9.8095,15.115,10.957,11.456,9.9742,2
6.7083,9.9704,10.676,9.9225,2.1177,9.4084,11.488,11.792,2
-6.8517,-2.7609,-7.9694,-5.1392,-6.2461,-7.3129,-1.6311,-6.8613,5
19.565,16.191,20.441,16.159,16.585,17.714,18.586,20.363,4
-13.362,-9.5458,-4.6918,-8.9755,-2.9295,-8.0429,-6.6223,-10.967,5
