x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
9.8732,10.745,9.079,11.229,9.015,7.8068,8.6183,5.6329,13.004,6.8637,1.9047
10.526,10.934,7.2727,17.072,8.6094,10.522,6.1928,12.504,12.194,13.861,1.1233
13.843,3.9151,8.6224,11.194,9.5042,10.676,12.081,11.018,9.7734,14.737,0.54712
5.8922,12.328,9.2479,8.7789,12.121,15.065,9.6979,9.7777,14.542,16.657,2.663
10.313,5.9468,10.46,14.566,5.4264,4.4967,5.7484,12.157,10.799,8.5451,1.5871
6.8586,6.8166,14.087,12.896,9.3749,7.031,11.537,12.964,9.3782,6.7521,2.1576
6.5469,12.524,6.9624,13.811,9.3939,9.5651,12.057,14.222,12.329,13.397,2.2342
10.143,9.7522,6.468,10.564,13.309,15.425,11.914,9.2872,12.372,11.353,1.9695
8.5003,4.928,5.6947,9.9342,4.5646,10.99,8.7681,9.3995,9.3401,10.286,0.65627
11.45,14.725,10.535,8.4377,7.4728,11.651,17.055,7.0999,5.0401,8.2296,1.5325
7.286,7.4928,4.9619,17.455,8.1151,7.2717,15.409,7.2591,8.5777,10.123,2.7808
7.7143,10.979,10.789,5.5139,10.705,10.207,9.7301,0.85392,8.6764,6.1711,1.3589
7.3602,7.7035,7.3801,6.9659,14.294,17.474,11.322,14.667,8.3983,8.1508,3.3992
7.9262,5.9489,8.1329,4.0001,6.7316,6.7489,16.016,0.48467,8.8803,15.222,2.3672
12.985,9.149,9.2361,12.661,9.2712,11.068,11.834,5.1799,7.5202,11.678,3.0936
10.743,4.5156,7.9944,13.98,11.89,13.131,15.397,11.439,3.6193,10.833,3.0824
5.882,14.165,5.0633,17.068,10.592,15.762,6.7117,13.684,8.9291,5.9851,1.9516
7.698,13.197,10.029,12.669,5.8017,16.715,5.3888,6.9987,14.806,13.262,3.0158
10.07,8.9574,14.637,14.774,13.429,8.5895,11.475,6.7518,10.859,5.5562,0.94305
8.4957,11.299,13.841,7.2639,3.2233,11.456,9.2329,12.855,10.819,13.223,2.3294
6.5972,13.354,10.592,13.995,13.744,5.999,3.1251,12.335,3.7603,12.344,0.52125
16.248,11.783,13.596,4.1264,5.0976,6.8925,7.9546,6.9954,10.731,7.2227,1.7176
5.2841,19.494,10.151,13.123,12.167,5.7093,9.6737,12.594,13.809,8.0471,2.3219
10.667,14.527,10.566,4.1972,10.849,13.564,13.381,12.55,3.2794,14.604,1.6723
5.6474,14.486,9.7367,6.1973,10.257,7.9799,12.63,7.0573,4.7057,13.404,2.6041
7.7248,2.3866,5.5704,8.8142,7.4657,6.6782,6.3187,4.2723,11.05,6.8869,3.2874
4.9923,18.467,5.4752,7.7648,3.7235,6.7216,10.754,13.697,5.8116,6.0598,0.017329
10.123,9.2116,9.8904,14.774,7.2996,10.387,7.0217,6.2639,3.4964,11.916,3.4267
14.819,7.9552,8.5083,15.774,11.083,4.9729,9.5393,11.427,9.6209,10.464,4.1
12.724,15.664,13.363,11.857,9.5934,8.2803,12.833,10.266,14.185,19.898,1.2063
3.6007,10.363,6.4944,12.553,8.8325,7.1365,5.3949,9.1296,11.752,13.887,1.0127
10.237,13.261,5.2994,13.079,13.157,13.901,13.372,16.638,10.908,14.763,-0.066098
7.2302,14.272,13.629,16.073,14.505,10.457,7.0584,8.7684,9.107,12.791,2.7063
15.204,5.5688,9.9559,12.715,11.233,5.6385,5.5875,10.698,12.363,12.05,1.4689
12.748,13.867,10.07,4.4387,8.3938,8.6742,9.8187,5.6043,13.901,7.9409,2.9855
7.4978,10.164,6.9787,12.56,17.85,8.5369,14.011,4.4532,15.014,19.367,0.43817
10.218,15.407,6.0431,11.517,12.21,11.215,3.0023,12.855,6.6425,14.204,-0.12946
5.8622,8.0463,9.8229,9.3275,8.3226,10.438,8.5262,14.514,14.747,3.4296,0.50855
14.506,12.006,11.849,14.873,8.6862,10.526,2.8405,9.2971,9.1738,8.7172,0.60153
5.2159,6.9638,6.5379,13.473,9.1782,9.2619,1.9772,11.715,6.4981,8.4539,2.4541
11.347,8.3446,7.4967,8.2942,10.424,15.864,10.069,12.103,8.605,9.9797,0.38877
5.7721,13.903,10.864,17.672,10.567,6.0771,7.7109,16.234,6.353,15.323,3.6318
13.528,9.8586,11.519,13.902,11.925,20.017,12.125,16.006,11.009,11.559,2.3751
3.2859,9.7698,10.732,12.77,10.581,6.3288,12.782,12.198,7.3129,5.4924,4.172
7.8146,9.254,7.9838,10.079,9.4045,4.1052,10.084,8.5314,13.985,15.3,1.7853
12.453,11.025,11.392,12.049,9.4934,12.844,11.863,11.173,5.7524,2.9786,1.7476
10.909,10.492,10.214,7.9888,5.2299,12.675,15.297,9.4467,13.603,3.6604,3.867
9.7919,10.484,11.318,13.98,14.538,7.5612,14.251,9.2117,5.151,11.041,1.9913
6.9669,10.445,16.479,16.427,3.0022,8.5705,11.684,8.6309,8.7544,11.915,2.0557
11.77,4.0618,6.4342,7.0525,10.883,10.265,6.1102,12.04,3.1111,7.4733,1.6834
7.1114,14.346,9.971,6.41,11.578,6.952,10.347,11.761,9.8265,7.0963,0.89546
8.293,9.2005,6.3942,8.8323,15.252,15.918,12.266,13.558,9.9521,5.8804,0.82081
6.3036,6.537,8.8925,12.922,10.06,15.567,12.534,13.208,7.9016,7.2195,2.7808
10.755,4.5493,9.9005,7.008,9.4991,4.331,14.001,9.2262,15.045,10.199,1.3527
11.241,12.633,9.8718,13.768,16.793,8.1655,8.5448,5.944,5.6752,6.5161,1.3809
11.323,18.517,6.7402,7.6483,6.0815,5.8837,13.447,18.016,9.6794,1.7592,0.33135
11.594,8.5229,10.834,9.3172,7.2821,13.663,6.5065,3.777,5.6249,1.5975,3.0201
5.9669,10.005,4.0083,10.516,8.6789,9.1847,9.2013,11.362,8.4657,12.179,0.31384
16.004,6.7129,14.805,6.7698,13.699,8.3713,6.771,9.0699,9.385,14.23,2.8035
18.179,7.1973,12.283,10.913,6.059,13.78,8.3479,12.434,8.3423,14.059,3.1549
9.3799,8.2352,13.228,13.418,7.748,13.018,4.1451,9.3024,11.472,13.378,1.7069
8.8809,9.5818,4.7585,15.73,4.7427,5.7881,7.1163,14.101,7.1599,9.5611,2.0158
11.174,8.3713,8.6384,6.2681,5.4294,10.254,16.408,12.954,8.036,10.801,0.94545
7.9719,12.177,10.643,11.841,6.6856,8.891,9.6741,10.615,7.7787,11.578,2.7326
7.1502,9.8802,5.7978,5.3267,11.411,14.557,12.253,13.385,13.261,5.1155,4.4731
12.901,7.5399,5.5211,9.6531,7.3249,14.748,8.2193,9.879,18.203,15.448,3.6573
19.083,14.234,3.188,10.95,15.9,14.908,6.1922,10.725,16.348,10.882,0.17515
3.5201,13.273,11.127,17.194,13.825,11.288,9.5085,10.804,13.833,3.9534,1.025
10.225,12.316,11.318,9.715,6.2957,13.947,8.2251,10.336,14.212,9.2703,2.8531
14.421,8.6954,4.9315,12.28,4.5034,8.179,12.635,10.301,12.045,9.8451,3.0296
9.6756,13.41,8.3056,7.8301,10.001,11.088,12.707,10.831,8.4631,8.9979,1.9594
8.7024,7.3043,13.137,7.7046,13.421,9.0165,12.4,10.562,10.351,7.5524,1.5566
9.1,10.831,8.701,11.855,5.1658,5.6903,11.079,6.2973,7.3203,12.408,1.0459
16.607,3.4799,6.2957,7.2748,6.1617,12.567,9.8027,6.4099,8.1193,8.4328,1.236
13.114,13.954,15.39,9.6872,15.722,7.0333,9.4449,10.955,3.157,11.034,2.2363
10.363,14.053,6.9403,8.2135,7.1647,10.476,12.752,4.9092,7.2761,12.392,2.0548
7.3059,11.324,12.735,8.5553,11.942,10.677,11.16,12.665,11.723,9.8863,1.1957
15.776,11.473,8.4454,10.599,17.195,8.0429,11.126,15.593,13.915,10.561,2.0197
16.822,9.2054,11.161,8.7973,11.732,10.891,9.0764,9.9723,8.8918,9.3562,0.61117
7.8233,6.2729,2.7591,11.82,8.9931,10.267,14.669,7.4767,11.372,6.8135,2.4398
12.615,11.322,6.9399,17.318,13.23,5.0914,7.3487,9.6516,5.7597,8.7301,0.4436
9.7035,11.796,9.287,4.4179,7.7657,3.4945,10.598,4.6912,7.8574,9.4644,3.3245
19.575,1.2572,11.02,10.785,10.668,15.27,11.497,16.035,12.306,8.6195,2.2279
4.2991,14.736,10.17,10.913,4.7046,10.059,11.252,13.996,14.928,8.564,1.3634
8.3073,13.7,14.431,13.398,6.7074,6.9338,14.621,6.8454,9.1855,10.768,1.8116
10.621,5.3283,10.945,10.404,17.631,10.498,11.405,5.8384,9.9323,12.299,1.4239
9.1253,9.4792,7.8193,15.724,7.1504,14.238,11.624,5.3607,7.6599,10.599,2.796
9.9323,12.103,11.414,10.681,14.516,9.7033,6.6786,8.0523,9.1005,4.6143,2.5641
5.7517,10.797,8.2406,7.3734,8.4355,8.6189,13.732,12.586,12.427,17.501,2.5479
14.951,7.1705,9.6962,15.539,12.633,15.204,8.8699,10.868,10.458,0.66598,1.7419
7.2827,14.881,10.489,12.262,9.7295,10.227,7.1061,6.2399,11.176,17.427,0.69385
8.4891,13.108,6.5067,7.5704,11.114,5.6959,9.6724,10.433,15.098,6.978,-0.69202
11.83,8.3731,10.045,9.5312,6.0439,9.5249,9.4397,8.7744,14.072,12.853,1.4967
11.892,9.4562,11.163,10.346,8.2466,4.7377,6.9891,14.452,7.6007,11.826,1.9049
9.7395,11.062,18.925,8.5917,13.963,10.435,12.212,8.6528,20.377,4.2143,1.0727
12.015,15.493,13.598,12.315,10.448,8.9508,18.665,12.928,10.305,13.581,-2367.8
9.9638,12.528,12.899,15.452,9.2309,12.048,9.0181,8.4827,5.449,12.693,0.79266
17.332,12.468,8.4258,12.739,11.519,8.2312,2.8011,9.256,13.316,11.99,0.63463
7.3903,5.9883,8.2022,13.833,9.5446,10.954,13.93,12.977,11.906,8.1512,1.9325
14.888,9.8503,13.29,7.8942,9.7446,5.5541,2.4039,9.0916,11.218,5.966,1.3293
15.651,13.062,7.1598,13.204,9.3549,9.8599,11.253,7.5702,4.2081,16.35,1.0161
10.979,3.1057,14.103,11.552,13.282,14.892,10.228,13.207,7.8832,14.23,2.1064
4.9067,9.3051,4.0201,6.8747,7.3179,12.595,9.8313,6.2109,15.074,13.812,2.5511
11.374,15.396,5.3286,11.632,6.2104,6.7159,12.438,12.966,9.8236,8.1828,2.387
12.785,8.9616,10.881,12.216,15.591,13.897,13.324,12.473,15.174,17.767,1.8909
14.071,10.59,16.596,13.738,8.0295,10.511,11.246,6.9941,14.669,9.9513,1.9075
13.413,9.2211,11.303,9.2152,12.597,11.188,13.354,8.2728,2.0152,10.516,2.4787
10.77,6.8937,9.125,13.336,10.472,14.25,14.112,6.7336,15.183,17.515,2.5858
14.983,15.141,7.0454,7.9901,10.956,8.8316,13.464,4.784,6.7489,14.545,0.90611
7.3374,3.9402,14.525,5.7793,14.834,9.1813,9.5725,13.249,15.66,7.1457,1.8281
11.121,6.1002,13.191,7.1252,4.0967,8.0131,8.0768,5.7011,5.1587,11.762,2.8806
10.805,13.274,10.096,12.113,7.0079,8.3073,6.8099,11.237,11.095,11.111,0.9919
16.136,10.603,14.49,16.877,10.602,9.3029,7.5256,9.1744,9.1189,16.078,0.4814
12.555,11.634,8.2277,12.171,7.2982,9.7748,13.305,10.286,10.606,6.5785,0.9489
7.5789,7.5341,15.376,8.1772,8.5687,11.076,8.1318,13.181,12.843,5.273,1.9033
-0.43162,14.149,5.493,7.553,11.871,15.809,15.886,11.004,8.7752,9.5156,1.9093
7.4992,9.2663,4.5512,11.902,8.5183,13.396,12.609,10.3,7.5707,5.3423,1.3433
9.8485,10.135,7.6617,11.859,6.6802,13.865,10.548,9.1567,8.7981,9.6424,-0.61282
14.8,9.2526,13.972,6.8429,10.634,14.337,15.832,12.619,5.1794,14.749,3.6178
8.5861,10.757,7.6537,10.544,12.818,6.3024,6.782,10.241,9.7103,11.42,1.0494
11.564,8.043,12.296,6.5607,19.613,12.188,12.6,14.544,14.016,4.8481,1.6817
8.7698,9.3472,4.0776,14.72,14.445,8.5772,9.6994,9.7438,10.833,9.8666,4.6035
17.548,12.164,12.584,16.723,11.782,10.585,2.6321,13.666,5.6381,5.0133,0.39992
12.048,12.5,9.6422,6.4964,16.495,9.6364,11.024,3.138,9.788,12.941,0.33482
8.9342,13.652,14.663,11.302,12.768,14.815,6.0207,8.9292,3.602,4.6148,0.20632
8.986,10.398,16.479,6.7616,13.181,15.106,5.1009,8.7334,4.4307,2.212,2.9931
15.179,6.6855,10.491,9.8785,3.5541,11.83,14.318,12.791,7.714,5.9469,2.8244
8.6071,10.361,14.186,15.016,11.722,16.843,13.021,11.299,11.679,4.8982,2.4197
16.12,8.2192,7.6072,6.7262,12.205,6.2871,13.636,12.983,6.0406,8.5803,1.4023
6.5212,10.695,13.018,7.4752,11.241,3.5662,11.915,16.398,6.6336,13.079,2.7122
9.1565,5.9179,11.717,10.015,12.695,16.231,5.2337,8.2837,7.9042,13.664,1.3779
9.7564,18.564,13.85,10.627,14.336,11.73,7.0546,17.266,15.019,12.697,0.80724
12.45,13.362,15.272,10.923,13.081,10.871,13.946,6.5994,13.06,9.1167,3.2754
5.5868,8.4253,6.0766,12.36,6.6292,11.67,9.7028,7.1357,16.54,11.67,3.0747
11.037,9.7486,4.7907,9.7628,5.8522,12.534,15.472,11.669,11.48,8.5191,3.7371
6.9886,8.6567,19.013,13.318,11.016,10.873,10.499,7.0829,12.216,7.9325,1.7247
14.269,12.6,7.8712,7.6805,9.9939,11.549,10.847,8.2631,1.0287,10.465,2.0615
9.7398,9.6914,14.929,6.8886,9.6915,10.257,7.362,7.8226,11.144,11.608,1.681
18.605,10.087,12.944,16.258,3.2453,3.6613,7.1047,11.609,16.136,7.3609,2.5016
16.245,9.5843,8.0822,8.5223,17.443,5.5796,13.116,9.6147,8.4417,12.935,0.49291
4.6403,13.034,10.804,7.6127,6.9335,11.739,8.6151,9.8906,8.8709,17.439,2.0078
11.471,10.101,13.115,11.334,15.439,7.9004,7.7518,8.8976,8.7796,8.863,3.1317
7.2966,9.8419,9.2937,7.7293,10.772,12.14,14.061,7.6147,8.357,8.4201,1.4852
6.9522,7.7397,12.305,12.234,9.6234,10.077,5.2441,7.0569,4.0641,9.9565,2.0343
11.039,8.4574,10.394,6.2998,9.6924,7.7374,8.9049,12.653,13.704,10.921,3.4121
8.7641,9.3815,13.841,5.7031,3.1539,14.032,7.7696,6.6081,6.3057,10.948,2.4934
10.912,9.392,9.0219,7.6202,3.7591,10.006,12.721,7.9713,10.997,15.041,1.8119
11.46,3.974,11.897,9.4362,9.2372,4.0337,9.2113,9.3506,8.2559,12.651,1.5242
11.389,4.1014,10.075,12.395,8.9112,11.018,15.382,10.585,11.61,6.7472,1.577
14.598,4.7949,9.4255,14.135,13.723,9.6916,8.1764,19.499,14.813,7.8122,0.56477
10.587,9.249,10.002,10.686,8.8919,17.18,6.2487,13.915,8.0922,7.149,1.4433
8.4151,12.137,7.7022,13.052,8.2254,5.7235,5.543,10.702,12.05,11.32,1.3471
9.2772,14.557,9.924,4.4866,14.836,10.001,8.0699,8.7646,11.553,10.611,1.9227
7.8576,12.878,8.9625,9.1673,7.6187,8.985,8.1521,14.972,5.8125,4.7522,1.1719
10.97,15.436,12.402,7.0243,10.132,12.55,10.352,8.9568,5.1541,9.7324,1.458
7.9008,16.108,13.834,9.0208,9.553,16.773,8.9702,11.165,6.6001,10.399,1.7308
15.046,9.9377,12.425,10.457,8.0062,12.225,11.325,10.359,5.9793,8.7065,1.5363
7.0727,10.302,8.3433,8.1696,10.532,10.805,11.279,16.279,13.729,8.4691,3.6714
11.083,6.0816,9.5354,14.676,2.1875,7.7299,6.288,6.7153,7.6885,5.3894,2.4691
15.392,13.173,12.917,12.059,5.7707,10.883,8.4134,12.319,14.219,9.1828,2.1889
6.1589,4.7191,10.051,13.125,10.43,2.9346,11.17,4.3019,8.2512,9.3612,1.5944
8.2514,10.474,11.539,5.8173,10.381,11.989,10.552,8.6032,5.7338,12.934,3.9632
12.393,6.3852,15.916,6.7908,4.539,10.31,9.3724,8.7684,15.05,12.856,1.5698
7.4493,3.8697,10.774,10.153,11.401,12.658,8.7971,11.599,14.181,3.4674,4.0651
15.991,14.542,12.534,8.2294,13.438,6.965,14.68,10.778,7.8156,8.3107,-0.50198
6.3345,13.118,12.816,8.3157,8.5343,2.6541,12.556,3.4866,8.3704,6.7072,2.2076
11.524,14.608,13.158,8.5082,8.4002,13.036,10.316,14.461,11.654,11.808,1.7156
10.503,12.76,10.832,3.736,13.944,6.1636,7.8316,10.414,14.227,9.3846,1.3157
7.4048,13.272,12.008,5.6643,6.4621,7.0497,9.5444,7.75,9.0451,10.999,2.1892
11.878,8.5805,6.8689,10.816,9.3423,3.0972,15.233,12.112,8.6888,7.6987,3.7548
8.233,13.721,6.9862,12.059,8.9417,4.9175,12.558,16.329,11.933,5.3867,2.3146
6.3119,14.385,10.713,8.8603,8.0379,9.6689,11.227,8.3749,12.4,4.6977,2.6739
0.79955,4.5444,12.983,10.303,6.4902,12.803,13.388,9.8099,9.9506,16.784,3.3873
9.3558,17.136,10.335,13.95,5.1425,10.014,9.2559,12.011,5.8703,4.7218,3.248
13.488,12.885,10.628,16.776,10.217,11.956,13.758,9.9344,4.8182,14.796,1.7841
6.6893,14.907,14.309,12.894,10.118,14.35,9.7212,7.4701,6.9273,10.425,2.2312
9.7338,11.64,13.935,17.27,10.273,7.0462,12.816,9.1844,8.5935,12.401,2.3512
12.135,12.344,14.09,13.619,9.4829,14.059,7.177,11.945,9.8814,7.497,1.8183
10.24,12.311,5.0006,12.8,10.555,8.9991,9.0849,12.829,15.248,17.374,1.395
9.2234,13.06,8.7702,14.076,1.3301,3.8549,9.7586,15.911,10.914,8.5834,1.9981
10.116,8.9863,10.351,7.3679,15.07,12.81,7.3292,8.3051,8.6369,16.338,1.0694
9.4047,3.7342,8.4354,14.747,6.986,6.4363,12.035,10.484,9.1293,13.701,2.1219
10.283,12.146,6.0835,2.6285,12.062,11.035,9.1891,8.4783,8.9447,9.7614,1.9634
4.9579,7.8581,11.478,8.552,12.558,2.5424,6.4587,14.171,10.842,2.9549,2.0092
9.5149,7.9932,-1.5613,14.745,11.56,11.236,8.6574,8.0675,15.237,12.64,1.6151
10.626,10.224,8.2039,11.795,12.636,14.926,12.921,14.909,14.99,17.936,1.4432
6.9262,6.1139,8.479,9.8114,12.296,10.017,8.1282,7.4968,9.8109,12.155,1.734
10.422,8.6859,16.299,12.821,6.7299,7.4108,7.6286,13.828,12.889,15.421,2.5094
11.142,5.3988,19.17,14.405,7.3391,6.4108,9.9297,4.961,10.42,7.5582,1.8602
14.703,12.095,12.878,3.2552,3.1984,9.2285,13.077,14.293,11.255,9.0165,2.7128
11.258,12.89,8.3558,9.8238,10.65,6.623,12.758,11.368,9.9071,13.035,1.2127
13.794,10.774,9.2826,10.671,13.419,10.878,7.0483,9.0353,14.255,8.0524,0.39823
7.4107,14.064,8.3713,14.525,12.023,10.589,6.4358,8.6508,8.5447,12.51,0.04614
16.511,11.92,13.241,14.08,9.4845,11.065,12.814,10.949,7.5263,12.337,0.68749
7.0806,6.2651,11.273,17.194,10.115,13.158,5.7906,11.294,4.9202,11.481,0.83601
13.514,12.131,12.673,14.565,11.188,2.6659,9.2253,11.658,13.71,5.1182,1.6999
7.5738,11.07,6.721,6.8434,7.884,13.391,6.956,12.559,7.833,10.942,3.0032
15.373,18.844,9.2543,10.655,6.3024,7.3702,9.8891,14.065,3.9997,16.774,1.3678
8.7029,6.1701,11.792,10.94,13.547,5.5498,12.721,7.8095,8.9948,6.071,1.9789
5.7932,15.012,10.11,12.965,6.3054,10.545,9.0833,10.076,5.4002,1.8609,1.4057
14.371,9.7129,13.072,4.3668,13.075,7.2626,7.9457,-0.076386,8.1148,12.444,1.0807
6.2953,5.0827,6.8234,4.8986,3.4625,9.4279,10.341,15.452,7.2054,13.339,1.5563
16.107,3.3803,12.846,9.0649,12.026,8.4201,10.581,5.0872,12.44,1.2124,1.7904
11.522,11.867,5.1713,10.582,7.1272,13.462,13.079,0.35836,6.0166,8.9999,0.75809
11.741,11.307,14.56,6.0661,11.32,14.61,10.936,3.5475,12.201,7.199,1.8227
8.0221,6.4093,7.2317,9.8635,6.6841,9.6702,4.7749,15.029,9.8004,8.5113,1.8667
10.474,7.4552,8.0125,8.058,5.5612,8.9419,11.249,9.0848,14.292,8.1363,1.6637
13.418,3.8729,10.113,7.5156,6.7764,11.592,4.7291,10.118,4.9085,5.3812,2.8697
8.0972,11.423,11.083,11.556,7.1582,9.4118,7.31,8.7648,7.1355,15.113,0.20085
12.914,10.794,10.669,14.822,10.574,3.603,11.558,9.9908,11.035,9.6283,0.87269
11.766,10.148,14.669,17.011,14.21,6.26,3.7038,4.6605,7.3781,8.6053,0.80778
8.5793,17.93,14.582,12.874,7.0873,7.2189,12.032,9.2435,14.072,11.641,3.7638
7.401,12.818,12.814,3.6651,5.5783,12.523,11.122,12.284,10.935,7.7621,0.87854
9.6683,10.134,14.318,7.5373,11.634,7.0872,14.902,12.395,9.8635,5.5808,1.6842
6.58,12.144,7.6053,7.4786,6.06,8.1655,12.601,5.744,13.719,6.8409,2.3187
4.6683,13.103,12.463,17.322,7.0103,12.48,10.198,12.509,8.5269,4.6162,1.216
13.719,9.7926,15.856,10.418,11.227,8.8699,12.082,11.723,10.896,8.259,1.4707
12.433,5.4725,12.315,18.242,8.4758,13.032,11.437,9.4789,8.2725,9.3641,1.0641
8.7393,9.4243,5.4126,4.0149,11.117,7.8992,10.443,4.9394,11.379,8.6366,1.0704
14.328,16.976,6.0135,9.3859,3.5031,7.3899,7.3134,5.2702,10.434,13.531,1.9437
8.7451,9.0431,18.347,8.6688,9.2629,11.987,4.954,2.9165,15.856,13.416,1.6231
13.902,6.5868,11.875,10.827,13.963,14.409,9.6555,10.891,16.287,12.123,2.5434
6.1042,0.32823,12.909,7.5563,14.195,14.397,17.402,12.376,4.7137,14.028,3.5834
8.7021,11.882,2.8227,6.4019,6.4332,8.9067,7.137,11.229,11.493,7.7456,3.5537
3.5028,19.169,15.621,10.031,15.774,9.2929,14.969,7.4609,17.355,5.3335,1.7986
13.15,5.6761,12.146,14.619,17.444,15.869,6.0617,8.1696,14.714,11.491,2.5683
16.134,13.881,17.792,11.27,16.208,13.514,11.35,16.412,4.3579,9.6654,1.8719
13.641,10.316,7.2237,11.243,13.373,11.264,8.5781,4.7298,8.1557,7.447,2.0282
6.5497,10.103,9.9852,5.4506,12.51,9.1269,13.233,12.325,11.286,11.636,1.796
8.8493,10.805,8.6135,6.4394,9.9717,14.032,9.6058,11,10.582,13.014,0.17112
4.5575,13.888,10.448,14.461,5.2119,11.426,4.7096,6.4814,6.7648,0.65129,3.3506
15.277,11.447,17.563,7.8986,9.9532,9.1465,11.963,1.9034,10.75,7.271,1.707
5.9177,11.382,8.5796,11.411,12.057,10.087,3.6815,6.9364,11.333,7.5025,2.2866
17.098,7.5649,13.813,9.2443,10.665,9.4362,8.867,12.774,10.123,6.0466,3.0541
10.256,11.468,12.38,4.5282,7.9713,14.815,10.412,10.492,12.765,8.1212,1.7482
8.5591,12.485,8.2503,9.4406,9.5361,15.614,13.111,13.972,6.5826,17.346,1.3016
5.3401,12.647,7.4017,10.933,7.1977,8.5491,10.652,3.5839,17.962,14.531,1.5601
9.793,8.5176,7.496,10.796,12.47,-0.34723,4.6828,7.7737,6.7998,11.838,2.3243
14.468,6.9628,7.6214,9.4162,10.323,11.988,12.386,9.3888,11.123,6.7398,0.7381
6.1434,13.044,4.0416,6.9464,8.7071,7.5217,12.873,6.2224,7.8621,14.541,1.3185
9.4475,9.0238,2.6326,6.5726,10.557,13.087,11.117,13.255,17.088,12.603,1.8578
1.6332,15.199,13.386,8.3474,13.772,8.9355,8.8502,8.4652,8.8923,9.8346,3.3016
15.826,8.3961,10.298,8.6368,11.533,7.0521,8.2665,14.179,7.9015,6.6812,3.1267
7.5971,14.491,13.936,12.208,13.485,7.1643,14.869,12.429,12.271,15.338,1.9356
3.3554,6.0738,4.8166,5.6076,-0.24177,10.821,2.5678,11.822,8.7537,10.767,1.7909
4.8055,14.354,8.3912,7.8466,9.6121,8.4329,12.782,15.319,7.2209,3.4946,2.2565
9.6781,10.034,8.4201,10.002,4.5699,6.9338,8.6371,7.3987,11.313,12.832,1.4312
14.043,9.6844,7.1868,13.44,8.6326,9.1295,6.3664,11.459,8.0265,10.604,1.6872
8.7786,3.4842,10.498,16.034,13.671,6.3224,10.534,9.8948,14.232,14.704,3.0375
7.1932,12.56,9.9657,12.39,2.9226,8.053,4.969,15.672,-0.093032,7.5833,2.976
12.624,7.2681,9.121,12.445,8.7784,7.9806,13.951,4.2559,6.0306,11.589,0.43214
14.031,8.4856,6.4239,4.6504,9.3539,8.2097,11.731,8.2673,2.8786,12.164,1.2496
4.3368,6.9758,8.0031,8.8209,13.153,8.9086,8.2735,11.316,8.6633,5.7049,1.0973
8.2527,13.727,5.8285,9.3218,9.6612,7.2021,11.205,8.8501,15.407,5.5956,2.9907
8.322,14.679,6.1128,8.5375,12.405,5.6154,9.1503,8.7176,11.527,7.7522,2.9433
0.48756,6.6992,11.6,11.372,2.7206,7.8864,7.5058,8.4997,14.191,7.5891,2.2926
4.6776,13.667,9.3851,8.1352,7.7204,9.2868,8.4807,12.05,6.9248,14.317,1.6358
14.003,10.065,10.114,6.4943,6.3378,10.322,11.301,11.308,1.6508,6.996,0.98389
7.6891,12.163,7.1318,9.6642,4.4918,11.432,10.124,11.742,15.6,8.5925,2.3547
12.948,9.8085,2.9545,4.7639,13.799,8.9673,8.5433,10.983,4.9432,13.092,1.9217
12.418,12.407,11.114,15.28,11.031,9.0143,5.594,9.0653,3.7366,8.1875,4.4151
11.553,10.377,11.765,11.458,8.3747,5.9428,6.6323,11.643,15.134,9.9887,2.2553
11.271,9.3642,11.321,8.8976,10.584,14.151,11.288,9.4093,7.4049,9.3786,2.0693
9.5643,8.2636,9.1602,13.838,9.5222,11.715,7.4928,7.2575,10.351,6.313,0.28477
12.133,6.396,7.1416,13.567,8.7421,4.7148,7.0075,11.825,12.434,17.407,0.45724
8.013,3.4534,8.0817,21.686,7.3368,5.8408,20.041,9.1671,12.68,7.7668,2.3516
4.4488,4.8549,6.8815,10.288,9.9009,12.237,5.8398,20.447,6.85,7.3116,0.95228
10.197,7.6359,3.7077,15.413,11.32,0.93047,12.932,14.842,12.981,17.01,3.7145
7.5532,12.681,7.9156,14.392,4.9822,6.7114,9.801,8.0586,12.889,7.9981,3.4369
7.0282,8.8781,18.463,7.9851,12.309,15.645,12.839,12.079,7.241,3.5682,0.93492
7.8465,16.156,9.1721,8.3452,9.0664,5.1814,11.483,11.768,6.5779,7.8238,2.6787
4.8639,7.5489,11.3,4.2402,13.99,8.5871,12.27,15.015,9.3533,12.421,2.5997
6.6535,4.9546,10.494,7.0673,7.8507,8.4144,10.805,6.2291,11.181,3.8063,1.2589
9.1277,8.7154,11.763,14.486,7.5258,13.34,15.842,11.846,7.0143,7.1735,1.6255
6.9724,11.502,9.1791,11.262,12.68,10.261,11.186,11.567,12.465,11.628,1.5834
11.352,7.6366,10.846,10.978,12.875,5.7437,12.618,15.519,10.195,10.252,2.1029
7.4703,9.4314,9.7709,12.223,9.9783,14.057,5.4113,8.0162,11.464,15.394,0.60557
5.9054,8.5594,8.2497,9.6786,9.5314,10.116,1.8386,3.9113,10.245,10.051,1.5346
9.9006,10.373,8.7176,7.5255,2.7352,9.0094,12.927,10.681,7.1724,15.816,2.7904
13.434,6.4176,7.3522,1.7504,9.2214,9.9351,10.821,2.296,9.8923,2.8283,1.5529
10.194,10.097,14.301,6.5855,13.939,9.596,8.2136,6.5265,7.6527,4.5028,0.96515
